,ap1,ap2,ap3a,ap3b,ap3c,ap4,ap5a,ap5b,ap5c,ap5d,ap5e,ap5f,ap5g,ap5h,ap6,ap7a,ap7b,ap7c,ap7d,ap8a,ap8b,ap8c,ap8d,ap8e,ap8f,ap8g,ap9,ap10,ap11,ap12,ap13,ap14,ap15a,ap15b,ap15c,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26a,ap26b,ap26c,ap26d,ap26e,ap26f,ap26g,ap26h,ap27,ap28,ap29,ap30a,ap30b,ap30c,ap30d,ap30e,ap30f,ap30g,ap30h,ap31a,ap31b,ap31c,ap32a,ap32b,ap32c,ap33a,ap33b,ap33c,ap33d,ap33e,ap33f,ap33g,ap34a,ap34b,ap35a,ap35b,ap35c,ap35d,ap35e,ap35f,ap35g,ap35h,ap35i,ap35j,ap36,ap37a,ap37b,ap37c,ap37d,ap37e,ap37f,ap37g,ap37h,ap38,ap39,ap40,ap41,ap42,ap43,ap44a,ap44b,ap44c,ap44d,ap44e,ap44f,ap45a,ap45b,ap45c,ap45d,ap45e,ap45f,ap45g,ap45h,ap45i,ap46a,ap46b,ap46c,ap47,ap48a,ap48b,ap48c,ap49,cod_provincia,sector,ambito,ldesemp,mdesemp,isocioa,autoconlengua,autoconmatematica,ICSE,iclima
ap14,0.05576395406806712,,0.12088986988764805,0.08679591854313605,0.05219561421119946,0.0619611524073171,0.03347718371592127,0.019017898944966145,0.03412135133347876,0.00825089888218131,0.03278204326904618,0.023984851138525214,0.07230634102200882,0.15133551164001927,0.039613272738256225,0.034170215202744166,0.03336991683631799,0.04953686613331119,0.0494123320379717,0.055879244795413834,0.056877521721652474,0.060003533100353966,0.0624794563672792,0.030397770987492786,0.03178664273599749,0.04987460041396829,0.05168034352153016,0.0694983104286079,0.05420304809919161,0.0522544111881736,0.17311809063347908,1.0,0.024635541136820052,0.051160939364233,0.06347949263400621,0.03470595284436016,0.04633348956217393,0.09646819410905672,0.07790756096809315,0.10964330175709554,0.07184984755599823,0.059744930994904515,0.05634802517687364,0.029420277702251845,0.006054996575201021,0.024631151209070522,0.07441647050745967,0.05968570795906627,0.032534198904787974,0.04895359938844812,0.018415143777244538,0.011227656911997574,0.051219809997103155,0.10339250901621361,0.08392288141792661,0.09079140226582355,0.05563945725590696,0.03981496410038992,0.030813807707009533,0.05763066207023781,0.0676934425934071,0.03702999936859236,0.03342359308220994,0.04440785892522742,0.04366263431928669,0.050746411350821495,0.03839637684493486,0.051661107817050786,0.05322644507835573,0.03271291944546883,0.04028199628543194,0.035061023167859036,0.023225813533870536,0.026455450143397844,0.02105028194813648,0.061335381772110856,0.013429744209291447,0.06006000548322802,0.022866999438221274,0.04961023095764846,0.0455237762186104,0.04472693018990926,0.04627660509234051,0.05974939474998607,0.07351939864269233,0.04700762743176643,0.05198645631313673,0.06318098855610768,0.05355848180931183,0.024011382416047795,0.0,0.012037448181796896,0.0,0.010097591378412292,0.017639505367614744,0.013923508268857517,0.0,0.022172594446743132,0.024508799763129564,0.020954358419299463,0.030084324671310576,0.03655187931938513,0.03637395761278372,0.015360750350032237,0.04421303048801361,0.03410273085104296,0.06453263012729132,0.0519300561899207,0.059003163922209785,0.04288701085293639,0.020408563208001235,0.022102880431637113,0.04032455486043236,0.02394207935331492,0.03997307031764829,0.03526715369748417,0.015205561975678107,0.013962717403607373,0.015654446977412008,0.05854693460429921,0.019389285871554526,0.0378437427784967,0.06424616885996086,0.05328951880800007,0.041310524215264786,0.0666316697031829,0.03536554985882108,0.030147598978280694,0.045817547501652206,0.021029592710327612,0.05143237068263044,0.04049999252485543,0.043786338452856566,0.02713486303743352,0.04358715190176333,0.02193736087493849,0.05401261486746863
ap15a,0.03576717761373799,0.0952579070867527,0.028355312653805267,0.03138650180343046,0.03347129592679536,0.1844490492936694,0.024729944900601025,0.034942134386215976,0.10990750186113259,0.21717045674505622,0.05971083374730189,0.06328234188325796,0.11551003026444281,0.03086422725889174,0.043458414130563,0.03232030168232894,0.04847410019716903,0.029237947495819636,0.09594864198113326,0.029632777620398423,0.09431226013193295,0.03350661905571074,0.03787918181183486,0.08092424132130781,0.07252871560336502,0.11011926552911788,0.05648945648135488,0.07045994316089087,0.06300284275706053,0.061279068281561946,0.10983533042269417,0.024635541136820052,1.0,0.15552495310726808,0.06260042833007139,0.1331546275256579,0.07818901270092,0.04391909840220966,0.04845131610239653,0.03889111091177695,0.027568457744927007,0.052879919884312246,0.033591318446788684,0.08372177400288486,0.009002224767357994,0.012543697755837543,0.05973701760881515,0.052921580323321005,0.043899903203280334,0.07925754521375916,0.02576149873451052,0.0034988130356550973,0.05058698140864405,0.03645734719089923,0.09862201939762473,0.03808809565456959,0.03763904097032895,0.03167213712339427,0.032305151722061984,0.03462494001737747,0.0500203353132091,0.039256797563987166,0.028926146386612037,0.029200982263986486,0.03331633914315639,0.031071589244578465,0.05237666530909335,0.0375917775129651,0.03305376859069643,0.06252520238970138,0.06517872187444018,0.026923069943158975,0.05367140033838231,0.04600731569815956,0.046509048408408825,0.035332579902449444,0.05827386597336919,0.09134104186066952,0.030034630653977074,0.048865178455326334,0.04132139902043775,0.040752015682913326,0.03866847501339471,0.029771867708609383,0.0302618851988438,0.04012638678276426,0.04062875275490824,0.026215084295198903,0.03241465288429104,0.023266099388171146,0.027992562132507018,0.0354783008436717,0.04336219609937541,0.04116576297303679,0.05164593458798955,0.013671665982198876,0.04191337174328455,0.027659478296625798,0.021831683853165345,0.04440606671866148,0.02779577067895624,0.019660390508246015,0.033867845350548764,0.02652173108533993,0.06088189201129631,0.030815681052350812,0.020181364937349393,0.037416826852779465,0.025047445899236787,0.036186699686915715,0.04583525517387761,0.05104833624641858,0.03988159793800773,0.0427707514664151,0.060337266050515814,0.03653480934018127,0.014979090927687764,0.00993208419834225,0.05777834305656384,0.050039295204713,0.026343399080438118,0.03251583702302399,0.05499499904455432,0.034187872059948804,0.03185825561997449,0.02503017748086965,0.057087303751248326,0.06062411561020365,0.10790174331337865,0.04560777514483243,0.07389778787476367,0.07176979528991355,0.08965814977364749,0.03428183966926169,0.03540851921791339,0.0630831121505529,0.0368689578381555
ap15b,0.058474035583560506,0.1918908594814248,0.050945528788229145,0.04306948897069708,0.034255268978259784,0.07776274451056298,0.08423868942956173,0.058965596890153495,0.058397386579939134,0.008707484368213267,0.04054031035440366,0.050400668391981596,0.0922272537703182,0.09973004895081089,0.07428014964765572,0.048656017510114905,0.06579490759512747,0.06079902055819632,0.11303012098832783,0.057691909278903976,0.11069102830958068,0.06136491076388414,0.06780723441679073,0.10491945954453226,0.09066238139367537,0.11817044367229519,0.07385876830438817,0.08697808500986616,0.0838436247603115,0.055170750580960236,0.10358501798093855,0.051160939364233,0.15552495310726808,1.0,0.08820437785315229,0.159336050013713,0.10361670514108903,0.0694525057228919,0.0665812952850428,0.07112711626933339,0.04621565271479508,0.041292648942195684,0.0444391465974663,0.08039498790687928,0.017875963343477384,0.04509852592706455,0.07081921801637797,0.06370814278640582,0.03358220348600206,0.08622853043606483,0.01564394521626144,0.029538681528759433,0.06297609114478456,0.06389043648474167,0.11137273622423477,0.06666798850120426,0.05413873619761496,0.04999906234188875,0.03887460105740809,0.05312787812111512,0.08407977987181224,0.053890455394746656,0.060233911572787735,0.04544766753618108,0.04216322801563737,0.039313878327169954,0.06139084880438014,0.057421582886353954,0.05347915038138135,0.08392363180446316,0.05621782144555559,0.03843300500554181,0.03931428215109431,0.032392114778520074,0.03772994305033934,0.06387579082911739,0.03997027689332231,0.08641944531945872,0.03742549745291822,0.05514079433693992,0.048070996314583135,0.05404248868388774,0.04964368405662581,0.045544429297285194,0.04378282014833074,0.057782102066643214,0.05104697064089624,0.04337654120878439,0.04198177452797456,0.039418425992683644,0.01276140288634684,0.03778354067150396,0.05490011880743688,0.049074416295402705,0.08195732467467504,0.030769470041544296,0.05733888941105112,0.03455560585129544,0.019115114554823603,0.02656687701390609,0.029016065729398945,0.03764369221443895,0.06022475786172102,0.03265268060055356,0.0592646631726946,0.017079786386052,0.028306495527483648,0.05663705102586151,0.03371890949016855,0.038955361072948065,0.020564692480353697,0.12496269913693919,0.06572335803307018,0.08342929190753505,0.0784131152244656,0.029994060002291142,0.02534383223839785,0.02543654784148189,0.04840117922399031,0.05590268113531254,0.02401177834053292,0.04113202203200472,0.07557043072842484,0.048508924156791484,0.04432213002954472,0.03773058879941001,0.07804220631460242,0.0646549189953516,0.14452332083918434,0.06823394998477295,0.08887720131102525,0.08977818270032509,0.1083886745594317,0.051771533623416376,0.048772565228004085,0.07179377938196688,0.049885253542149635
ap15c,0.05519145109875997,0.12895992491776279,0.06230921973715148,0.05488147218867322,0.0486158077215037,0.08200161302177532,0.020995525415808867,0.03091934005609941,0.07795985676242533,0.011071814265190532,0.0597345437239474,0.0421679232848509,0.03144402849959886,0.1260646212833709,0.032913074415382305,0.1401086306911602,0.17012637179240653,0.11396811416286223,0.16495064591524208,0.10409333364484279,0.10567202216744878,0.0958277971775372,0.11021560123271977,0.1264254597830657,0.12046555130606405,0.1380733047787496,0.059308982441242594,0.11066574618794928,0.10405711429010543,0.09780553929781899,0.11336622380970045,0.06347949263400621,0.06260042833007139,0.08820437785315229,1.0,0.25740794247879734,0.1570662880503049,0.08209123421396244,0.10841160073969601,0.09125837684429626,0.043683536100188235,0.029128878349577295,0.08471586350395494,0.09705681618411352,0.0063874238263256465,0.030923630759867288,0.11845958703377743,0.10746438324617515,0.040955149615479504,0.18212683384749825,0.018856800861542695,0.0075556670110805664,0.07691300839764616,0.1025399919419892,0.05418316438056144,0.07152859427933692,0.04976218922845785,0.03291403101638846,0.019385792738269163,0.049706418169593224,0.042287393355718565,0.027390673359072745,0.03749176126721277,0.029097605079061815,0.028441428849895457,0.026172016226441528,0.05479639656448569,0.032797385928547994,0.03057216977206513,0.04723457681030839,0.03976900272082877,0.028385543454951437,0.03687729876692648,0.02550006177720814,0.022324889387747054,0.055770389747036804,0.06829969013185903,0.0570597862047001,0.029460467778264682,0.058609593354465625,0.04768742750635305,0.03560560189659806,0.035688716600599836,0.048580741344377544,0.04546284700214742,0.04407456425117171,0.03712361395059982,0.04664795649169153,0.03690041610889246,0.03860701265612455,0.04875207129342553,0.045548090547654276,0.03121100368449794,0.028035921188057884,0.0478254127487558,0.030990026429087218,0.03130562927865071,0.042993686997030364,0.013050907257857106,0.060788516203245796,0.01347338697608298,0.02755022442653425,0.020297646040344067,0.028948974704707094,0.04943465878041915,0.011492970364090214,0.02949675545426698,0.06315669302202434,0.020543562678586168,0.024170672408822556,0.030108909224054993,0.004580954361290258,0.15241245567173747,0.024737970484716227,0.05257675754974446,0.07330229971222697,0.03128489827876138,0.013760583685560322,0.033501495302959296,0.08712777989225501,0.05328555498205421,0.02945580889587239,0.057876524051485696,0.049939841375127685,0.023856108522779286,0.06044345764247966,0.04688037920406033,0.09661504626744245,0.1412124507114808,0.28818990918382353,0.09380349793757421,0.054028185139500584,0.13935160991305628,0.03230056707746772,0.04018633197315286,0.14838294157967385,0.0373615427341336
ap16,0.0971736720147321,0.13000396184029742,0.04633565804270157,0.08852226908394745,0.08695488108304855,0.12729449563721146,0.0012486707704804495,0.04617287810116627,0.08349933916481922,0.03461077975374987,0.03836345770568463,0.01882479812930486,0.03744636500199692,0.025975720076308054,0.03230741315244964,0.0654476190705085,0.10066093622474143,0.058541924736536625,0.10642178181693059,0.050448547204222975,0.07662518583228546,0.036353061310483006,0.04640286602975109,0.08177227493751073,0.06370611128922773,0.11444042799367,0.10926393094612667,0.16411341059468323,0.16072371443642658,0.10613023943959284,0.05345313873814359,0.03470595284436016,0.1331546275256579,0.159336050013713,0.25740794247879734,1.0,0.21367135558599124,0.0,0.1207781641178665,0.08774050993102141,0.06421000148011473,0.06841124299389845,0.08289921343877898,0.22414013858777268,0.0007492445667424584,0.0,0.079126376056908,0.07631092626109992,0.05888982659974018,0.14170240844328366,0.02449004536346458,0.0,0.07137048116818874,0.06365503105982709,0.07003323476498495,0.0653501441614098,0.05953442590448173,0.013591271909987105,0.01858213062973967,0.053943535383524616,0.04055604881535824,0.03178767328150924,0.049280150984806426,0.030097902044928525,0.03760821349286192,0.02054023727632616,0.09546321939390458,0.057603849965380455,0.04992531542520583,0.05235917156920694,0.04694851495863523,0.009586606423360358,0.04820201332193267,0.026045227516448725,0.03151164186298972,0.012125880936291166,0.08238332368587581,0.070922267006982,0.04911165693581336,0.07130003752031609,0.062167944986890704,0.04342918579037292,0.03632661402378219,0.025702315305648853,0.038590206755839455,0.06028250499563033,0.03401690576319498,0.02312996344672726,0.014413950523095692,0.033599964722895295,0.0611618794805982,0.05105323055049896,0.02254818791278842,0.0054756794739015445,0.013852575273385955,0.019629534975018587,0.015550440548220561,0.037733594839563706,0.018703399727428616,0.07477177046123054,0.01948280282583085,0.03215019896032752,0.007991912073972877,0.051038270995254965,0.055634081645231585,0.02826546027538227,0.01781555035844672,0.0462893323792479,0.0023636550906352936,0.028283898617495556,0.019588568814468733,0.007554761675329652,0.09888200110102219,0.019029446578009365,0.030235920880317468,0.08769760655291711,0.0031609100267297775,0.0020466613892494577,0.049760106436165165,0.04458693401495671,0.027789146130376717,0.01983138547482877,0.15382885375023847,0.06965500027281853,0.0,0.06560221303720387,0.06622220722019802,0.13683370754979857,0.14096751387778383,0.14572804262184788,0.18301564659666572,0.10505242228034083,0.17333324499704045,0.03518866262642019,0.04432580637090343,0.145335759422583,0.026887569970675318
ap17,0.149712061087223,0.09861771645206384,0.041093746588569076,0.035051066705286314,0.042140468143737335,0.11251008913029696,0.03468744266801451,0.04250885673511151,0.04930227736827925,0.0145662687247834,0.034220554992264625,0.022595892519055413,0.06626601256401479,0.040711187349081045,0.07535155300888764,0.04073229283920617,0.06797411504450594,0.06092130928333462,0.09680815866730283,0.056809114795625774,0.09624919244596836,0.04719038885474392,0.0501247026640477,0.07090836586058685,0.09915626042497364,0.09304556415072705,0.08841342761738413,0.11855997658979972,0.11988024462370792,0.07987231224258014,0.07263012331161128,0.04633348956217393,0.07818901270092,0.10361670514108903,0.1570662880503049,0.21367135558599124,1.0,,0.06514811655588261,0.0888888551417936,0.13333260859192067,0.09048479700316317,0.06255411513880468,0.29288998510223374,0.01696471213047372,0.0,0.06850215418464288,0.06729462163123866,0.03534653941980425,0.07978540192873865,0.040992352901646,0.00663390921477507,0.07433614137826713,0.08567899508044056,0.025710023405850446,0.05550415158905919,0.039954965184996055,0.031929866051705114,0.042364378662026685,0.04783096769385865,0.026466997025720192,0.032249984733757585,0.07457043732297321,0.030577776285618915,0.025363857877485754,0.01594807957684576,0.03941015453423808,0.038064278270314396,0.0379565726673052,0.03906961998153777,0.019299752100389672,0.02569790152757386,0.024898580681213398,0.009242653158140149,0.014043494207454123,0.03094871862283982,0.0435695812878418,0.019901000883531538,0.019014396179501434,0.06495742255046666,0.05773854025002513,0.046313757887483396,0.03852196369842717,0.040692976030201035,0.042275177230045514,0.05189705752070986,0.045093691463338095,0.03990177772971039,0.03313598968911238,0.002671673955575703,0.023911441911820125,0.03912781809626747,0.03028437780167629,0.012759461689594239,0.01378366360052475,0.0,0.0,0.02948155717093353,0.011837348900000152,0.04545698879812445,0.012738440819014818,0.0154949447948464,0.011995379677603698,0.04033701658621509,0.048247793672489776,0.0221551321701114,0.023053070698910653,0.04664899076987057,0.011067754496703682,0.029987011725029825,0.059768357566855376,0.041026844606689275,0.09461018456403215,0.021498545040503306,0.006137550595242409,0.06414475104504558,0.031188024090461612,0.024133570494647,0.04750635784023493,0.038240510896636944,0.015492357490927386,0.02943189352929518,0.23327145144561787,0.058171675560193536,0.02192520615330177,0.0544427311513475,0.05444657891048337,0.045699146711276395,0.13514197056063568,0.06864377109425086,0.12334077200885851,0.08093556998563481,0.1305407542447758,0.02718714724014709,0.026818820076141395,0.06958766004390139,0.040681589832383985
ap18,0.06305143311514512,0.0,0.1255919182478756,0.10240337817598415,0.06598928587261128,0.06469263550812311,0.0,0.00819251012720136,0.014653710931667771,0.012572122870742015,0.02778164189632032,0.0196741886131823,0.014737987746784007,0.16217324082498077,0.06649394920712125,0.05027618607881655,0.028181438166330154,0.06668615665341203,0.019291988899664957,0.06812006259883824,0.02616373113705786,0.09037084380740609,0.08474383611900033,0.009228140230625698,0.0,0.019907006518541354,0.05981586895109482,0.10364141384433008,0.08436331789961989,0.07129700132417893,0.08345882659689657,0.09646819410905672,0.04391909840220966,0.0694525057228919,0.08209123421396244,0.0,,1.0,0.0975160641205876,0.17005581324562666,0.0813097933473116,0.008579089481024585,0.04868147753228018,0.05908887144797302,0.016677897774581472,0.08309783609101959,0.09253170386776896,0.07303935836531217,0.04234317082196649,0.0501051823784074,0.0,0.0452182201007072,0.053188626093054504,0.1476878087277818,0.058513241389604134,0.12082558607949441,0.10340528090961673,0.08220209705383776,0.04969555222698877,0.08443927352066982,0.06087027766488492,0.07274408626492432,0.07181385663077124,0.06622960027243939,0.043792186199959206,0.04978982621249681,0.045646936806336774,0.0592206733753754,0.054963883064688406,0.02933638473077855,0.04557298023478107,0.03982750192365788,0.03051312928035036,0.02074613062196611,0.02160295164505855,0.06575326383434936,0.005675071869160522,0.05160631748659626,0.015157173884736634,0.0716291152972147,0.06623765089520847,0.06073836092607565,0.06782560812979435,0.09249243833085757,0.07632307293111613,0.055734374676642516,0.06483088427671986,0.09085207342374435,0.08440348370385223,0.009769909496341642,0.012808201684307751,0.009812948624796826,0.0,0.0,0.0,0.01446468140239157,0.010027907150798177,0.013711762643001514,0.0229118449221876,0.01904063559251987,0.0403392631643524,0.04439169435892275,0.023304481203387916,0.030886521315806423,0.035920689032676624,0.01696368189246036,0.051394705077365516,0.057126295509601695,0.048050963643047624,0.03647218622746238,0.011121136507957168,0.027264853300076743,0.018618532284865298,0.028451811458614615,0.029947018804314204,0.010602475377412084,0.016883873741449836,0.02909447156316075,0.05089187800572015,0.08355708614020067,0.046470359205916315,0.02444399043265071,0.0745716178960525,0.057264181353872914,0.041577175698848355,0.0821114177960203,0.0,0.03714946478740227,0.03936026563269136,0.011029690020171679,0.02911972136044664,0.030208757631485554,0.04032928217626317,0.04819448348540644,0.04538350321719441,0.0134444247924281,0.07163685720982323
ap19,0.07762992462994729,0.06204449338856636,0.11405970264740985,0.10411608022430668,0.08618607165878628,0.11404772578034666,0.03942157429946114,0.010215746999314306,0.2037088746460089,0.0480855413742187,0.08656999931915674,0.05133406254499118,0.07862380270753667,0.20126818448420022,0.06495826907134346,0.1358963320551687,0.1617025592702024,0.11586920979821186,0.2254460451053087,0.11261750211323385,0.18029775908731702,0.11169784340950671,0.13465631673813966,0.23551745733425164,0.1706054746210235,0.2735160039190292,0.11864140303107541,0.18331916783762894,0.15099879187999274,0.10235984462394965,0.10685049786502201,0.07790756096809315,0.04845131610239653,0.0665812952850428,0.10841160073969601,0.1207781641178665,0.06514811655588261,0.0975160641205876,1.0,0.13252797556332135,0.07843929448595055,0.07268731736357263,0.08475398546062547,0.08297250681108687,0.03415082977270857,0.056198854906353055,0.10527926324472978,0.08594548320214132,0.031114637215399057,0.17670782609397195,0.06333793049476354,0.04153262347672243,0.11687751546803067,0.10227500467145136,0.11739088095329511,0.06880008646325869,0.07125253039219225,0.04636206255383195,0.04922632378863101,0.06608689317229231,0.05429611464715447,0.03636523951257468,0.03665154301280735,0.047977170766179,0.04293255099589709,0.03643042875975664,0.05909306192108711,0.05418505096013446,0.04437600177416434,0.05848176460214829,0.03716947101856525,0.04979328302035724,0.03207720718528283,0.03421464670947946,0.022089115453307315,0.06794628734106363,0.04237801745692358,0.13856325738850478,0.019462809669557338,0.03737099100161922,0.031434504483849976,0.04116841141501139,0.03961518770775885,0.0485187598786208,0.032977837484306535,0.04625915051746351,0.033340811442278136,0.04854146309624098,0.03794804617859687,0.06725619918080379,0.04169191610865945,0.018873894330499113,0.012058139665769364,0.03153016283698537,0.026423792586368997,0.033797701033184795,0.02537398897744341,0.031630981743697155,0.029946316085223645,0.06176636108443124,0.02719057182938489,0.05313280373538541,0.037913298651411645,0.06992382765667388,0.06404629701500611,0.02185550668064937,0.0394419657476737,0.06778667375905754,0.030294955647709874,0.027993525345448595,0.054387538125554934,0.06150133164160953,0.09806122956293505,0.031108204994209587,0.11743416485066245,0.040793298470820485,0.05541405788816715,0.04000515041021937,0.1342399258130073,0.10865231620048893,0.05949834456462996,0.030759402648558754,0.0631685493057199,0.06278980452588251,0.07321433711801646,0.07333915209837998,0.06083153669379188,0.24066655001423845,0.28010579440871086,0.18884043714151155,0.11110813477078692,0.11787663281443798,0.24516461529974876,0.04577982610493529,0.029602967845747008,0.19148566626636104,0.03520252734552986
ap20,0.260255454306541,0.0374421738147336,0.13965372526134673,0.09953480639109186,0.06804336083088099,0.11615600285484678,0.04360616544564927,0.02478559724940241,0.08425712438724352,0.01570456872916604,0.08179878535503514,0.05052129754631931,0.07945249126848573,0.23131866745825944,0.06915191733782354,0.08481549090576657,0.07665372077248414,0.09997292784120217,0.12793595282618536,0.09703398896069211,0.11889805304854822,0.14315123021215248,0.13061998727197754,0.10201109434958655,0.1008785934290305,0.11756680596529669,0.09172097195639185,0.14723584055977915,0.118734166347817,0.09929743519376805,0.18357156732882868,0.10964330175709554,0.03889111091177695,0.07112711626933339,0.09125837684429626,0.08774050993102141,0.0888888551417936,0.17005581324562666,0.13252797556332135,1.0,0.2062088050673547,0.10691512135896616,0.055529430296420275,0.07066017687765871,0.012974225406071809,0.05865224540181227,0.1747844198408507,0.14683026437146277,0.048378123009494074,0.17424083022785442,0.020013342945392604,0.03988538556148783,0.09773906741602793,0.18440993676761902,0.07447642106172157,0.1223235333802146,0.10392324640773196,0.07599014056467104,0.054054496471486656,0.0969696797599745,0.0509051933629673,0.05244419225042755,0.048945998291407694,0.04663051020934734,0.04298299526912219,0.04236075921514557,0.0371401540292924,0.06277792667635995,0.057936961934102964,0.0455273713805013,0.03914420894170147,0.04528556750698172,0.023890264234955008,0.025529331729200255,0.017470704499871682,0.0989119501502316,0.028696267549561724,0.07691483860066703,0.03031293559657177,0.06071283656993882,0.05478419132398422,0.05128412335240568,0.05410219185880736,0.07859039453955419,0.05571830570918852,0.057635064869279495,0.05549061432252124,0.08640303681979855,0.06167081226502472,0.04472982287117553,0.02712844438994165,0.027654946678979515,0.018780926186004174,0.02212068420876361,0.01598601082103126,0.015870333043411077,0.015043513885955304,0.02260294121978101,0.022833021075873927,0.043414710025064536,0.03468173978890479,0.04565406437669366,0.02286571777082587,0.04347950417852539,0.05619222065411994,0.025360898328290565,0.042418624066301744,0.06851292499906994,0.03823419689596717,0.03693568933990709,0.022192362447156694,0.020085944262881277,0.07915430718866248,0.021063460735468015,0.07548062737556352,0.00792085784009509,0.01628657917216925,0.022536540621444095,0.06115096605710327,0.10963813611541287,0.04971048783056934,0.025788448090065325,0.06854993201823695,0.07217242287742427,0.04392185116093853,0.09074473528938276,0.08006604317560989,0.07899567135390588,0.14998508379638872,0.08476472551600989,0.12082099479700138,0.09906448119535534,0.14291169490788316,0.05037488645504968,0.04524839463472234,0.06900406635327073,0.05437665522816533
ap21,0.46229085497635525,0.08959147376148383,0.08100919460859894,0.05967078707639241,0.043458098633357416,0.070544002917241,0.060473824227432575,0.046023665745374066,0.04969622249214291,0.009384637873970187,0.06618489685476434,0.05594950222752798,0.11227893191093286,0.146676602361102,0.06212909815054813,0.04175424757395924,0.030388143684739525,0.061075531110219225,0.07789434950076218,0.06363156392944568,0.09467766074081477,0.08973133077342009,0.0815110878798241,0.06957602320412405,0.0892839655699823,0.0853949413953615,0.0732427258643148,0.10536304589002209,0.09021593875641455,0.06167404575619009,0.15827039999990333,0.07184984755599823,0.027568457744927007,0.04621565271479508,0.043683536100188235,0.06421000148011473,0.13333260859192067,0.0813097933473116,0.07843929448595055,0.2062088050673547,1.0,0.31928153998943604,0.07058487400090792,0.09692549613502463,0.024360867767163317,0.025933014628540172,0.12568015859692658,0.12295568466669575,0.021709585192738086,0.10947206630570032,0.05675474582644045,0.018605988994643115,0.10312681325135617,0.11322329725656903,0.035337732052320235,0.07350281938071097,0.05828719936029751,0.04458011667664459,0.04888107436559523,0.05684242386786934,0.025723991323611837,0.03351569594511664,0.027618778559027276,0.02940941781919723,0.03676975495382808,0.05427544881868803,0.01571021391879195,0.04824032882371838,0.05947684207997624,0.019204324470793354,0.023213847886306264,0.04376387994034905,0.013975982368471846,0.022787002972457032,0.012082287702624326,0.06490780038072562,0.013684092014563932,0.04184561611129119,0.012269888487091783,0.03694027364410732,0.0348900491909548,0.03328503674149695,0.03228050804433573,0.04347478552270222,0.032401196963944494,0.043327811623689476,0.035037962384320505,0.048878422628239104,0.035124702335510447,0.05329555556620466,0.015373732341620247,0.02661433547634247,0.01103796691766521,0.004214872948264975,0.004179442450114784,0.008393484680213245,0.021195524064082417,0.0187766346502596,0.013840580968014963,0.03255134807589669,0.021004085549425924,0.04042029130735258,0.01026405509198912,0.042131489153207004,0.05694588046837953,0.03194686909600161,0.02778295998956789,0.046790220555681925,0.027913673426187082,0.031173195364093364,0.011144564692312698,0.01650833046993457,0.04019223103935542,0.05640573345483397,0.045440254590268375,0.01884911360856943,0.0036812371606953606,0.042606796897933896,0.09307714615679205,0.06615404942179455,0.028389094667158863,0.03631818373871108,0.10512020192616012,0.0459417279562971,0.03847678801887929,0.05654110382075318,0.03953675345700104,0.05144652715079006,0.1925018541491343,0.0101595049994805,0.09552879709176999,0.09074516383442736,0.10883111094930914,0.03697584228309546,0.036387454535699915,0.018999200932227855,0.0315356161230324
